,Start,Slutt,Starttidspunkt,Sluttidspunkt,Antall minutter (app),Deltakere,Søppelsekker,Handleposer,Kg,Kommune,Fylke,Meter,"Engangsservice (bestikk, kopper, tallerkener)",Sugerør og rørepinner,Ballonger (inkl. ventil og bånd),Klær og tekstiler,Sko,"Leker, smokker osv.",Matemballasje,Take- away emballasje,Godteri- og snacksemballasje,Husholdnings- og rengjøringsprodukter,Husholdnings- og rengjøringsprodukter - norske,Husholdnings- og rengjøringsprodukter - utenlandske,Husholdnings- og rengjøringsprodukter - vet ikke,Plastflasker (drikke),Plastflasker - norske (drikke),Plastflasker - utenlandske (drikke),Plastflasker - vet ikke (drikke),Metallbokser (drikke),Metallbokse - norske (drikke),Metallbokser - utenlandske (drikke),Metallbokser - vet ikke (drikke),Glassflasker,"Lokk, korker og drikkeboksringer",Handleposer (plast),Søppelsekker (plast),Småposer og fruktposer (plast),Papirposer,Engangsgrill,Sigarettsneiper,Snusposer (porsjon),Snusbokser,Sigarettpakker (inkl. tilbehør),Lightere,Agnemballasje og bokser,Fiskegarn (inkl. not og trål),Fiskegarn under 50 cm (inkl. not og trål),Fiskegarn over 50 cm(inkl. not og trål),"Fiskekroker (sluk, dupp osv.)","Kanner (olje, bensin og kjemikalier)",Teiner og ruser,"Bøyer, flottører og garnringer",Fiskekasser og isoporkasser,Fiskesnøre,Tau,Tau under 50 cm,Tau over 50 cm,Rør og rørdeler,Armeringsfiber,Behandlet trevirke,Byggematerialer,Isopor,Isopor under 5 cm,Isopor over 5 cm,"Fat og kar (olje, kjemikalier, oppsamlingskar osv.)",Pakkebånd,Strips,Paller,Presenning og plastduker,Malingsspann o.l.,Biomedier og rensefiltre,Isolasjonsmateriale,Sprengkabler (skyteledning),Rundballplast (landbruksplast),"Plastpellets (små råplastkuler, nurdles)",Bind og tamponger,Bleier,Sprøyter og sprøytespisser,"Emballasje til hygieneartikler (linser, tamponger, kondomer)",Bomullspinner (q-tips),Kondomer,Våtservietter,Munnbind,Engangshansker,Batterier,Dekk,Hvitevarer,Lyspærer,Brøytestikker,Bildeler,Elektriske artikler,Patronhylser,Forladninger,Uidentifiserte plastbiter,Uidentifiserte plastbiter under 50 cm,Uidentifiserte plastbiter over 50 cm,"Plastkasser (bruskasser, ølkasser osv.)",Annet,Fulle søppelbøtter,"Avfallsstasjon, miljøstasjon",Kloakkutslipp. utløp,"Turisme, friluftsliv",Biltrafikk,"Havn, marina, kai, småbåthavn",Landbruk,"Dumpet avfall, villfylling","Fiskeri, havbruk","Bygg, anlegg og industri",Serveringssteder,Annet.1,Kommentar,Long,Lat,Most found element,Others,Personal Use,Fisheries,Industrial,Hygiene
0,2023-01-15,2023-01-15,1000.0,1400.0,0,3,5,0,50,Askøy,Vestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.06356153338541,60.4625023171128,Teiner og ruser,2,0,8,0,0
1,2023-01-10,2023-01-10,,,0,1,3,0,30,Skien,Vestfold og Telemark,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,9.53278213022566,59.1255114720872,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
2,2023-01-15,2023-01-15,,,180,13,10,0,100,Oslo,Oslo,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,Metal fences used for cordoning off an area for an event most probably held by the Oslo Opera House,10.7504652106506,59.9082212458731,Handleposer (plast),0,1,0,0,0
3,2023-01-25,2023-01-25,,,60,3,6,0,60,Solund,Vestland,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.79499033897924,61.1145097218313,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
4,2023-02-19,2023-02-19,,,60,1,0,1,1,Asker,Viken,600,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,0,Ca 20 impregnerte plankebiter av ulik størrelse. Ca 10 kg tilsammen. ,False,False,False,False,False,False,False,False,False,False,False,False,Er i tillegg til planker fra byggvirksomhet også en del flis og småkapp som har kommet inn på stranden ,10.41414,59.61134,Sigarettsneiper,68,37,0,46,0
5,2023-02-10,2023-02-10,1645.0,1700.0,0,2,2,0,20,Øygarden,Vestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.21529105838497,60.2315732821158,"Fat og kar (olje, kjemikalier, oppsamlingskar osv.)",0,0,0,1,0
6,2023-01-09,2023-01-09,,,15,3,8,0,80,Øygarden,Vestland,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.01628867220694,60.306715364761,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
7,2023-02-12,2023-02-12,,,90,9,7,5,75,Oslo,Oslo,200,10,0,2,0,0,0,0,2,4,0,0,0,0,5,0,0,0,3,0,0,0,2,0,6,0,1,0,0,30,20,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7572887502687,59.9019120789294,Sigarettsneiper,0,94,0,0,0
8,2023-02-14,2023-02-14,,,45,2,1,1,11,Kinn,Vestland,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,,False,False,False,False,False,False,False,False,False,False,False,False,,5.07130614258687,61.5583873819069,Agnemballasje og bokser,12,0,13,0,0
9,2023-01-15,2023-01-15,1130.0,1430.0,0,2,1,3,13,Bodø,Nordland,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6229563189793,67.2283144433741,"Fiskekroker (sluk, dupp osv.)",0,0,433,0,0
10,2023-01-29,2023-01-29,,,120,3,13,0,130,Giske,Møre og Romsdal,600,1,4,3,5,8,0,0,3,9,27,0,0,0,73,0,0,0,16,0,0,0,4,13,3,3,8,0,0,0,0,0,0,0,18,53,0,0,0,8,3,5,8,0,120,0,0,4,0,12,4,47,0,0,5,3,82,1,3,2,0,0,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,5,0,0,0,0,72,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.09977234980608,62.5753882131142,Tau,154,180,215,163,17
11,2023-01-22,2023-01-22,,,60,8,1,0,10,Oslo,Oslo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.757438953971,59.9024568315198,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
12,2023-02-05,2023-02-05,,,90,13,15,0,150,Oslo,Oslo,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7536963381896,59.9042790418006,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
13,2023-01-29,2023-01-29,,,90,15,2,0,20,Oslo,Oslo,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7223358459835,59.9092110217534,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
14,2023-02-03,2023-02-17,,,0,1,7,0,70,Øygarden,Vestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,0,1,0,4,2,2,0,0,1,0,0,0,13,7,6,0,0,0,0,5,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,19,13,6,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.96945502373593,60.326449238397,Uidentifiserte plastbiter,84,15,35,13,4
15,2023-01-04,2023-01-04,,,0,1,41,0,410,Karmøy,Rogaland,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,True,False,False,False,False,False,False,"Store dekk/fendere som er løsnet fra kommunekaien samt, mindre dekk/fendere fra private  langs havna.",5.18898223255084,59.2808037569356,Dekk,44,0,2,0,0
16,2023-01-10,2023-01-10,,,0,10,34,0,340,Karmøy,Rogaland,14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.17231972522541,59.1934362153586,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
17,2023-01-22,2023-01-22,,,0,13,15,0,150,Oslo,Oslo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7599121098663,59.8741591182729,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
18,2023-01-04,2023-01-04,,,0,1,4,0,40,Kristiansand,Agder,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.78716359107688,58.0787297666653,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
19,2023-01-03,2023-01-03,,,0,1,32,0,320,Karmøy,Rogaland,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.25656018380202,59.145257602364,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
20,2023-01-11,2023-01-11,,,0,20,6,0,60,Sola,Rogaland,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.58714158456007,58.9116402616878,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
21,2023-01-13,2023-01-13,1300.0,1700.0,0,2,6,0,60,Lyngdal,Agder,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.99979304461583,58.0040995943281,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
22,2023-01-21,2023-01-21,,,0,15,356,0,3560,Rana,Nordland,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,13.4422869380068,66.3340680287597,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
23,2023-02-15,2023-02-15,,,0,50,20,0,200,Hå,Rogaland,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.68084621072824,58.5444763167877,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
24,2023-01-08,2023-01-08,,,0,1,8,0,80,Oslo,Oslo,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7653571411644,59.8775368917682,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
25,2023-02-17,2023-02-17,,,0,1,1,0,20,Ålesund,Møre og Romsdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.22797003819882,62.4648155469097,Isopor,0,0,0,2,0
26,2023-02-01,2023-02-01,,,0,20,16,0,160,Karmøy,Rogaland,4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.18992843057863,59.2515560704644,Tau,0,0,4,1,0
27,2023-01-18,2023-01-18,,,0,9,20,0,200,Kristiansand,Agder,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.04402884065358,58.1621576670085,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
28,2023-01-01,2023-02-06,,,0,10,2,0,20,Klepp,Rogaland,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.49921155426244,58.7625160879666,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
29,2023-01-06,2023-01-06,,,0,7,6,0,60,Kristiansand,Agder,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.04443783876007,58.1601502670059,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
30,2023-03-05,2023-03-05,,,30,1,0,3,3,Asker,Viken,150,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,"Store mengder pakkebånd (ca 1,5 cm brede) over en strand-strekning på ca 150 m. Disse var fryst fast i sanden og kunne foreløpig ikke tas med. Det var også store mengder knuste avløpsrør, en haug med tauverk av oppfliset jern (som jeg skadet meg på) og smådeler av jernavfall. Stedet må ha blitt brukt som avfallsplass for industri. Trist 😢",False,False,False,False,False,False,False,False,False,False,False,False,Området bærer sterkt preg av at industri har dumpet avfall. Aktuell strand kunne med fordel blitt ryddet av det offentlige jf at det er fullt av gamle ødelagte avløsrør der. ,10.4366014605396,59.6096835991216,Sprengkabler (skyteledning),12,8,4,14,0
31,2023-01-01,2023-02-06,,,0,20,5,0,50,Klepp,Rogaland,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.53892500246387,58.7850438172613,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
32,2023-02-08,2023-02-08,,,0,8,16,0,160,Kristiansand,Agder,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.9790876643594,58.0645955624909,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
33,2023-02-03,2023-02-03,,,0,2,50,0,500,Karmøy,Rogaland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.24521882682532,59.2775732965977,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
34,2023-01-14,2023-01-14,1130.0,1330.0,0,4,2,5,25,Bodø,Nordland,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6161649657536,67.2253418330093,"Fiskekroker (sluk, dupp osv.)",0,0,833,0,0
35,2023-03-05,2023-03-05,,,180,1,3,1,31,Lillesand,Agder,300,0,2,1,0,1,0,4,0,10,0,0,0,0,8,0,0,0,3,0,0,0,0,6,0,0,2,0,0,5,0,2,0,2,2,2,0,0,0,0,0,0,1,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,0,1,0,0,0,3,0,60,0,0,1,,False,False,False,False,False,False,False,False,False,False,False,False,,8.3904860980157,58.2302958187164,Uidentifiserte plastbiter,130,46,27,0,10
36,2023-01-25,2023-01-25,,,0,8,4,0,40,Kristiansand,Agder,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.96045647557555,58.1201613420498,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
37,2023-01-27,2023-01-27,,,0,2,16,0,160,Karmøy,Rogaland,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.29034041421409,59.3459899638778,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
38,2023-01-27,2023-01-27,,,0,3,10,0,100,Kristiansand,Agder,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,8.0720322126007,58.1625051857113,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
39,2023-02-07,2023-02-07,,,30,1,2,0,20,Tjeldsund,Troms og Finnmark,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,Egersund Net avd. Sandstrand ,16.7814461,68.678557,Isopor,0,1,1,9,0
40,2023-01-24,2023-01-24,,,0,3,5,5,55,Solund,Vestland,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.80058196022302,61.0742856850923,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
41,2023-02-13,2023-02-13,1000.0,1500.0,0,1,5,0,50,Lyngdal,Agder,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,10,4,0,2,0,1,2,2,140,110,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,17,0,450,300,150,2,Mye veldig mye gammel solbrent plast som blandes med jord litt over høyvann grense.,False,False,False,False,False,False,False,False,False,False,False,False,,7.00945714342071,58.0142645268847,Uidentifiserte plastbiter,1856,0,317,0,0
