,Start,Slutt,Starttidspunkt,Sluttidspunkt,Antall minutter (app),Deltakere,Søppelsekker,Handleposer,Kg,Kommune,Fylke,Meter,"Engangsservice (bestikk, kopper, tallerkener)",Sugerør og rørepinner,Ballonger (inkl. ventil og bånd),Klær og tekstiler,Sko,"Leker, smokker osv.",Matemballasje,Take- away emballasje,Godteri- og snacksemballasje,Husholdnings- og rengjøringsprodukter,Husholdnings- og rengjøringsprodukter - norske,Husholdnings- og rengjøringsprodukter - utenlandske,Husholdnings- og rengjøringsprodukter - vet ikke,Plastflasker (drikke),Plastflasker - norske (drikke),Plastflasker - utenlandske (drikke),Plastflasker - vet ikke (drikke),Metallbokser (drikke),Metallbokse - norske (drikke),Metallbokser - utenlandske (drikke),Metallbokser - vet ikke (drikke),Glassflasker,"Lokk, korker og drikkeboksringer",Handleposer (plast),Søppelsekker (plast),Småposer og fruktposer (plast),Papirposer,Engangsgrill,Sigarettsneiper,Snusposer (porsjon),Snusbokser,Sigarettpakker (inkl. tilbehør),Lightere,Agnemballasje og bokser,Fiskegarn (inkl. not og trål),Fiskegarn under 50 cm (inkl. not og trål),Fiskegarn over 50 cm(inkl. not og trål),"Fiskekroker (sluk, dupp osv.)","Kanner (olje, bensin og kjemikalier)",Teiner og ruser,"Bøyer, flottører og garnringer",Fiskekasser og isoporkasser,Fiskesnøre,Tau,Tau under 50 cm,Tau over 50 cm,Rør og rørdeler,Armeringsfiber,Behandlet trevirke,Byggematerialer,Isopor,Isopor under 5 cm,Isopor over 5 cm,"Fat og kar (olje, kjemikalier, oppsamlingskar osv.)",Pakkebånd,Strips,Paller,Presenning og plastduker,Malingsspann o.l.,Biomedier og rensefiltre,Isolasjonsmateriale,Sprengkabler (skyteledning),Rundballplast (landbruksplast),"Plastpellets (små råplastkuler, nurdles)",Bind og tamponger,Bleier,Sprøyter og sprøytespisser,"Emballasje til hygieneartikler (linser, tamponger, kondomer)",Bomullspinner (q-tips),Kondomer,Våtservietter,Munnbind,Engangshansker,Batterier,Dekk,Hvitevarer,Lyspærer,Brøytestikker,Bildeler,Elektriske artikler,Patronhylser,Forladninger,Uidentifiserte plastbiter,Uidentifiserte plastbiter under 50 cm,Uidentifiserte plastbiter over 50 cm,"Plastkasser (bruskasser, ølkasser osv.)",Annet,Fulle søppelbøtter,"Avfallsstasjon, miljøstasjon",Kloakkutslipp. utløp,"Turisme, friluftsliv",Biltrafikk,"Havn, marina, kai, småbåthavn",Landbruk,"Dumpet avfall, villfylling","Fiskeri, havbruk","Bygg, anlegg og industri",Serveringssteder,Annet.1,Kommentar,Long,Lat,Most found element,Others,Personal Use,Fisheries,Industrial,Hygiene
140,2023-02-06,2023-02-06,,,0,2,5,0,50,Klepp,Rogaland,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.54590972013885,58.8128893954702,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
141,2022-11-16,2023-03-08,,,0,12,120,0,1200,Frogn,Viken,108,20,0,0,10,7,10,30,0,20,8,0,0,8,10,0,0,10,100,0,0,100,50,20,40,3,0,0,0,0,0,6,0,2,0,0,0,0,15,5,5,0,0,5,30,17,13,16,7,0,0,0,0,0,5,0,0,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,1,20,0,0,0,0,8,0,0,65,52,13,0,,False,False,False,True,False,True,False,True,False,False,False,True,"Vi har ryddet i de mest traffikerte buktene. Begge steder er det søppel fra båtfolk og noe gammelt fra virksomhet på øya (eks sprengkabler og rørstumper. I Orrekloa er det dumpet søppel innerst i bukte under to bøyer. Her er det kastet plastposer og matemballasje. Det ligger lagvis med plast på bunnen. Vi fikk ikke fjernet alt da sikta forsvinner når vi rører på bunnen.  I tillegg kommer det mye drivsøppel, i form av plast som ligger lagvis innerst i bukta. Ålegress innerst i bukta fungerer som filter..",10.586828916844,59.674107138131,Metallbokser (drikke),318,454,90,56,5
142,2023-02-28,2023-02-28,,,0,2,1,0,10,Strand,Rogaland,235,1,0,0,4,0,0,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,17,13,4,0,0,0,0,24,10,14,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,52,46,6,0,"Overtrekksko
Opptenningspose
Hundepose
Glasskår
Deler av akebrett
Strømledning",False,False,False,False,False,False,False,False,False,False,False,False,,5.91912822403727,59.092367297703,Uidentifiserte plastbiter,214,32,35,58,0
143,2023-02-21,2023-02-21,,,0,2,6,0,60,Stavanger,Rogaland,976,0,1,0,4,0,4,5,5,35,6,1,0,5,3,0,0,3,1,1,0,0,0,28,0,0,0,0,0,0,3,2,1,1,0,2,0,2,1,3,0,3,0,0,98,67,31,8,0,2,0,49,24,25,0,10,1,0,0,0,0,2,40,0,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,1,8,506,500,6,0,"Vernebriller
Blekkpatron
Knuste glass/kopper/tallerkener
Båtlist
Meisebolleplast
Plastkjetting
Gjerdestolpe (plast)
Bøtter",False,False,False,False,False,False,False,False,False,False,False,False,,5.79798158234047,59.1132561444674,Uidentifiserte plastbiter,2042,109,207,161,9
144,2023-03-06,2023-03-06,,,0,4,0,1,1,Kinn,Vestland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.10148946306547,61.4969437916791,Tau,0,0,2,0,0
145,2023-02-05,2023-02-05,1315.0,1500.0,0,2,0,6,6,Bodø,Nordland,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.5988945143527,67.2375591380266,"Fiskekroker (sluk, dupp osv.)",0,0,200,0,0
146,2023-02-12,2023-02-12,1050.0,1300.0,0,3,3,0,30,Bodø,Nordland,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6163519268708,67.2254453419152,"Fiskekroker (sluk, dupp osv.)",0,0,1000,0,0
147,2023-02-11,2023-02-11,1100.0,1700.0,0,2,10,0,100,Lyngdal,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.00771620945362,58.015523747449,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
148,2023-02-26,2023-02-26,1115.0,1330.0,0,3,2,8,28,Bodø,Nordland,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,14.6165557747559,67.2254776587147,"Fiskekroker (sluk, dupp osv.)",0,0,933,0,0
149,2023-03-09,2023-03-09,,,0,4,15,0,150,Frogn,Viken,1,9,0,0,5,3,2,12,0,0,2,0,0,2,7,0,0,7,40,0,0,40,34,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,23,14,9,0,"Solbriller, plastbøtter, svamp og klut.",False,False,False,True,False,True,False,True,False,False,False,False,"Vi var denne gangen mest under flytebryggene, så det meste var droppet fra båtene",10.5586299893075,59.6982323334275,Metallbokser (drikke),98,172,0,13,0
150,2023-03-11,2023-03-11,1000.0,1500.0,0,39,122,0,1220,Arendal,Agder,427,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,1,0,0,5,5,0,2,7 stk dregger,False,False,False,False,False,False,False,False,False,False,False,False,,8.80037929599276,58.436837770244,Dekk,188,15,11,0,0
151,2023-02-28,2023-03-11,,,0,1,12,0,120,Kinn,Vestland,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.10830610315679,61.6272501968451,"Bøyer, flottører og garnringer",0,0,1,0,0
152,2023-01-01,2023-01-27,,,0,4,25,0,250,Molde,Møre og Romsdal,21615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.66357238635288,62.7107930752303,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
153,2023-01-01,2023-01-14,,,0,1,14,0,140,Averøy,Møre og Romsdal,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.66383347211851,63.0934563703791,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
154,2023-02-05,2023-02-05,,,0,25,176,0,1760,Stavanger,Rogaland,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.73153164533847,58.9916278378839,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
155,2023-02-14,2023-02-14,,,0,2,6,0,60,Suldal,Rogaland,1330,0,4,1,2,0,3,7,3,17,2,1,0,1,2,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,1,0,1,0,0,0,4,1,2,0,0,0,131,115,16,2,2,6,0,25,13,12,0,0,9,0,0,0,0,5,13,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,239,232,7,0,"2 bøtter
2 malerkoster
Glassbiter
Gummilist
Ståltråd
Aluminiumsfolie
Strikk
Deler av feiekost
Klubbe",False,False,False,False,False,False,True,False,False,False,False,False,,5.96271823275046,59.3304616967034,Uidentifiserte plastbiter,964,68,270,87,4
156,2023-02-17,2023-02-17,,,0,7,6,0,60,Kristiansand,Agder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,7.8771564779982,58.1523656609042,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
157,2023-02-15,2023-02-15,,,0,16,1,0,10,Bergen,Vestland,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.28029923269397,60.43505734685,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
158,2023-01-18,2023-01-18,,,0,15,1,0,10,Bergen,Vestland,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.28029792235875,60.4351546560911,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
159,2023-02-08,2023-02-08,,,0,12,1,0,10,Bergen,Vestland,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.28030034151402,60.4351051679784,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
160,2022-11-05,2023-03-30,,,0,2,11,0,110,Alver,Vestland,0,4,7,0,3,1,2,29,4,18,4,4,0,0,17,17,0,0,16,10,6,0,5,12,8,0,9,0,0,9,10,7,4,4,1,0,0,0,4,2,0,2,2,12,72,52,20,3,0,7,0,60,45,15,0,7,2,0,2,0,0,0,18,0,0,0,0,3,0,23,0,2,0,2,0,0,0,2,3,0,0,9,0,44,37,7,0,,False,False,False,False,False,False,False,False,False,False,False,False,,4.99200586588695,60.6402770330571,Tau,204,210,167,159,30
161,2023-01-01,2023-01-02,,,0,1,50,0,500,Ålesund,Møre og Romsdal,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,6.22729905100623,62.4688946087557,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
162,2023-01-11,2023-01-11,,,0,16,1,0,10,Bergen,Vestland,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,5.28036591754181,60.4351275321412,"Engangsservice (bestikk, kopper, tallerkener)",0,0,0,0,0
163,2021-03-21,2023-03-21,,,0,2,5,0,50,Oslo,Oslo,0,0,0,0,3,1,1,21,3,10,0,0,0,0,10,10,0,0,5,5,0,0,2,5,3,1,2,3,0,3,1,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7993689822533,59.9331461717312,Matemballasje,0,100,0,0,19
164,2021-02-14,2023-02-14,,,0,1,20,0,200,Oslo,Oslo,0,18,19,2,2,0,0,14,11,10,0,0,0,0,0,0,0,0,5,5,0,0,6,4,8,0,2,0,0,23,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,False,False,False,False,False,False,False,False,False,False,False,False,,10.7568830704099,59.9180894787672,Sigarettsneiper,0,144,0,0,0
